Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
717ffda2-56ff-47d7-81be-53d7c40010a1	7	0.57	10.482	149.743%	2.201	83.19%	1.78229	0.531
71826083-9453-4a47-92e2-a44ddde3639d	28	0.7	30.52	109.0%	4.493	72.886%	1.12011	0.602
7182aac1-ecc3-49a6-81d4-4681c2b13e21	37	0.88	28.359	76.646%	6.347	55.035%	0.92155	0.868
71843194-67a8-4b0a-b7bc-3c5d7879aaf2	90	0.88	65.267	72.519%	8.568	47.454%	0.56722	0.834
71911887-2893-4785-a523-3858d1a954b8	10	0.859	8.024	80.24%	2.739	53.716%	1.24632	0.854
71925d8e-68ec-48cf-bc7d-7c6edf91af21	87	0.752	67.995	78.155%	9.188	66.833%	0.55403	0.531
7199a532-ad64-48a6-9f5c-d6f847f209e4	12	0.826	11.324	94.367%	2.455	57.865%	0.94281	0.811
719a7ff1-0a1a-4825-8b57-99a89efb82f5	21	0.682	22.554	107.4%	3.926	75.556%	1.48388	0.607
719f06f9-0f9c-497c-b7f4-7292f791518d	9	0.828	7.972	88.578%	1.723	57.433%	0.84126	0.81
71a312d6-e40c-463d-9411-9972127b59ec	87	0.837	60.89	69.989%	7.636	54.965%	0.507	0.705
71ae1f08-6ebc-41c5-a20e-66fa7fb93a79	115	0.851	72.233	62.811%	9.252	53.686%	0.42385	0.713
71af5b93-09eb-4c85-8492-721bf2049dbf	69	0.74	63.518	92.055%	8.701	68.573%	0.82261	0.602
71af6287-cff5-4688-a3ab-ef5cb3864efc	1	0.919	1.118	111.8%	0.59	59.0%	0.81838	0.923
71af8a40-e0e0-4f21-8d64-716a4afe8c36	2	0.824	2.479	123.95%	0.951	67.246%	0.98	0.828
71b8176f-e29a-4e33-af12-776c889dbe4c	97	0.835	71.006	73.202%	8.75	55.23%	0.52427	0.712
71bfdd95-3ce6-4b3e-a5c0-af9162d272e5	24	0.714	28.444	118.517%	4.424	71.767%	1.45479	0.652
71c6f105-9478-4293-82cb-9fb26f0e4449	10	0.733	11.102	111.02%	2.385	68.849%	1.30339	0.705
71c8791b-f809-4fc0-8c30-404b4104aedc	1830	0.988	414.443	22.647%	102.121	16.718%	0.08677	0.987
71c87d21-32f0-4584-b7f8-413b8b75bf69	76	0.862	60.31	79.355%	8.881	50.769%	0.60352	0.825
71cb87c9-f1b3-473a-9545-bddf31806698	7	0.63	9.572	136.743%	2.331	77.7%	1.80593	0.601
71ce5cb8-cce7-4891-bf39-5fd08fd53f02	2228	0.975	524.941	23.561%	97.566	22.329%	0.08698	0.966
71cf7f4c-5b56-4425-b797-82bc9419a5d7	2149	0.955	758.097	35.277%	107.807	30.238%	0.12416	0.928
71d7f4b9-3bff-42d3-ba97-db3231a6d171	12	0.807	12.279	102.325%	2.834	60.421%	1.21582	0.793
71db08fd-95a0-4f21-950f-de062500a01f	30	0.742	31.365	104.55%	4.558	67.204%	1.02979	0.662
71dbc919-2327-44ef-bbd8-4357276bf4f5	16	0.852	14.419	90.119%	2.829	53.463%	1.18384	0.835
71dc481a-6528-4988-8524-e0dc90061911	1	0.814	1.443	144.3%	0.748	74.8%	1.2775	0.825
71dc6406-e083-4b7e-8af5-f0c9783dcdb5	5	0.634	6.011	120.22%	1.731	77.413%	1.82089	0.607
71de529d-f43d-46bf-9ae9-91bce54f2c7c	1322	0.966	509.984	38.577%	79.425	25.915%	0.18692	0.958
71e85213-e97f-494a-9cf3-1d6516f15e42	83	0.952	47.509	57.24%	7.095	31.448%	0.43992	0.945
71eca4a5-ca99-491d-9c3a-e0c6ec41b044	649	0.956	221.962	34.201%	32.04	29.574%	0.11868	0.93
71ed988d-f66a-4d67-a758-bd91e20d5313	39	0.767	36.261	92.977%	5.396	64.96%	0.96623	0.687
71f22957-51d7-4fa0-844a-ac6f18a42bb9	33	0.868	27.03	81.909%	6.092	62.503%	2.33431	0.857
71f3ebf7-3cc7-497b-be82-0982d7d6ac14	47	0.83	40.067	85.249%	5.197	56.369%	0.81102	0.761
71f48602-03d8-4a0c-93e2-fc51b8f838b1	22	0.727	23.778	108.082%	3.765	68.739%	1.15901	0.659
71fbd3ed-d40b-4c45-9b6c-13ee6bf823aa	2025	0.978	699.293	34.533%	117.4	22.231%	0.14416	0.975
71fc7244-33c9-4e24-b9f7-cb5a68449298	27	0.901	20.458	75.77%	4.038	50.874%	1.39337	0.891
71fd50e7-c9d7-4d7d-b7b7-464b420a95de	1	0.814	1.443	144.3%	0.748	74.8%	1.2775	0.825
72001bf6-c4c0-4186-b42d-db43c8654f52	30	0.597	34.651	115.503%	5.749	81.303%	1.41507	0.469
72009084-d285-46a9-8d23-f9b7bb0d5cd7	227	0.969	91.345	40.24%	15.16	24.806%	0.22605	0.963
72009803-1b9d-42ff-92a2-b70bc582bc50	162	0.893	101.253	62.502%	16.401	46.426%	0.42885	0.863
7200b266-0376-45dc-b6b8-846f358a869d	67	0.794	52.615	78.53%	7.034	61.931%	0.65948	0.661
720282ff-b3af-4f95-b428-1639e5f0f6e0	82	0.906	61.268	74.717%	8.032	44.349%	0.57738	0.881
72097835-4cc9-4856-b1c3-57a3b7ee360f	11	0.786	10.987	99.882%	2.418	62.432%	1.17141	0.765
720c828c-13c8-48a0-8ed5-7a82e9102a96	2	0.922	1.984	99.2%	0.763	53.952%	0.74454	0.926
720d292b-736d-4eeb-b699-e9b2ee97b67b	31	0.693	31.193	100.623%	5.288	74.047%	1.17929	0.604
7212d2ce-1443-43e9-8d24-1c22f7a402b9	42	0.721	40.826	97.205%	5.646	70.575%	0.87374	0.586
7216bef3-83d0-4c1e-b7d4-cd6043caa341	13	0.827	11.534	88.723%	2.676	58.395%	1.49365	0.81
72174aed-7da0-41be-ae94-45116b2266eb	23	0.823	18.999	82.604%	3.377	57.082%	0.8979	0.786
7219341e-a337-4748-9a31-43b6b520b284	32	0.737	31.886	99.644%	5.087	67.978%	1.31026	0.662
7222a3e4-39cd-425c-adcc-876b1921b782	207	0.912	114.287	55.211%	14.853	41.022%	0.32961	0.864
7226250d-5ddd-490a-8a90-a8b7d1558e4f	49	0.833	38.644	78.865%	5.245	55.597%	0.71282	0.76
7226e23d-6c48-4a24-9c32-f61f3bde7e06	64	0.735	55.768	87.138%	7.07	68.031%	0.66502	0.498
722b2fae-e95f-41ea-bd2c-1b3cdcb47b3e	57	0.838	56.842	99.723%	9.205	55.109%	0.84439	0.814
722fdb5a-7e66-4ae2-bae0-36b6346e8926	30	0.652	33.418	111.393%	4.697	76.195%	1.16179	0.493
7235cc1c-74c2-4d4c-90f9-2fbcea94b3f5	110	0.855	72.781	66.165%	9.328	51.983%	0.44847	0.749
7236bb1a-4379-4b69-9bc2-04d16bd3da79	20	0.719	23.189	115.945%	3.544	69.504%	1.17133	0.653
723b0ebf-6341-4ac2-8b65-8d3f851f073f	101	0.826	67.493	66.825%	9.111	57.508%	0.49067	0.684
7242e926-4e57-41b4-a34f-1af1177147d7	52	0.781	44.052	84.715%	5.583	63.215%	0.74534	0.633
724768a5-46e2-4c0a-9915-360ce4045aec	27	0.784	25.704	95.2%	3.922	62.802%	1.02883	0.724
724b9c79-26fd-4570-a977-2467da964855	119	0.852	74.324	62.457%	10.409	52.641%	0.44303	0.75
7250b41e-852b-457d-b195-af583bcf8835	7	0.479	10.222	146.029%	2.333	88.179%	1.95838	0.414
725a21a4-0067-45fc-b8f2-d9f22049f574	91	0.795	68.398	75.163%	9.498	61.696%	0.58459	0.662
725d2963-8d0a-4478-9d42-d371f44785b2	296	0.931	114.986	38.847%	14.894	36.534%	0.16321	0.84
725f0dc3-962b-4e53-b548-28020ee6cbb4	5	0.67	6.85	137.0%	1.719	76.876%	1.75553	0.658
726178a2-e8de-4545-a28a-2b0585e989f1	25	0.761	26.321	105.284%	4.452	64.939%	1.10368	0.715
7264650f-36ba-4681-8571-9aea5c48128d	480	0.883	242.854	50.595%	31.037	48.179%	0.21805	0.721
726632dc-11b6-4ab4-ab55-23d3cf3a78e4	60	0.759	54.51	90.85%	7.14	65.179%	0.70152	0.62
726b3fda-738f-4792-b27e-d447b0001c35	105	0.912	67.74	64.514%	9.124	41.092%	0.48968	0.884
726c4d16-23fb-412c-90e0-1388a1bf55e1	32	0.693	33.66	105.187%	5.093	73.511%	1.05391	0.586
726c6a05-43b5-4945-b651-2108ffda035a	20	0.696	23.868	119.34%	3.524	71.933%	1.3149	0.616
726d66a4-74cc-4528-8f95-84550259fbfe	3	0.759	3.834	127.8%	1.23	71.014%	1.13196	0.758
726e7315-7379-4865-bae2-20cb77fd9d53	55	0.627	55.279	100.507%	7.122	79.133%	0.90878	0.265
7272c1dc-63aa-4131-9c3b-9fcdb3f06378	71	0.721	66.52	93.69%	8.399	69.274%	0.69865	0.504
7276e2cb-0805-4d7d-a14e-4513ab8cf6d7	16	0.838	14.866	92.912%	3.296	54.933%	1.24891	0.824
727e8d13-6bf4-43ac-92e5-66823068d616	43	0.935	29.722	69.121%	4.651	35.567%	0.69774	0.926
7282c8c6-8daa-4df8-a5d1-be6ae94b058a	156	0.889	89.208	57.185%	11.194	46.085%	0.36411	0.798
7283824a-3990-447d-8f5c-e385bd01b53a	124	0.877	82.364	66.423%	10.821	48.984%	0.47751	0.815
7285446b-a768-41b6-b549-da71e934c5e1	55	0.793	46.448	84.451%	7.268	62.095%	0.84523	0.725
728837de-53f0-4b31-9668-66c8ac0177a1	27	0.635	31.65	117.222%	5.185	77.293%	1.28039	0.531
728c2948-46f2-4db6-8a67-bc7a849f6069	20	0.869	17.331	86.655%	3.148	49.774%	0.89085	0.852
728ddbe0-622e-4652-aba0-afdcf847b205	206	0.901	104.607	50.78%	15.096	43.506%	0.29639	0.838
7291968c-e753-468d-ace7-fb575858ac82	20	0.701	25.629	128.145%	3.773	71.303%	1.26264	0.635
7295c7c7-99a7-4a4b-893e-5a1959b01f84	123	0.915	82.456	67.037%	10.74	40.564%	0.44308	0.889
7296556a-d904-4a9f-a863-040e36379fb1	70	0.926	47.166	67.38%	6.849	38.287%	0.56904	0.912
729a2980-7a6e-4e86-9e87-ad7a061090cc	139	0.882	95.869	68.971%	14.352	47.446%	0.50055	0.847
729f64cf-093a-4bbd-ba91-38b42a2f9a87	15	0.728	16.607	110.713%	2.846	69.026%	1.10814	0.677
72a5827b-6b68-46b3-a1f1-93df59271669	29	0.619	32.821	113.176%	6.982	82.861%	1.66765	0.557
72a8c1de-321a-441a-bf78-9b281ef0c5e2	112	0.81	84.538	75.48%	12.678	60.717%	0.55914	0.725
72a9f18d-1c17-4370-b11a-7d8c51c9983d	37	0.685	39.567	106.938%	5.206	72.899%	0.97416	0.515
72adc625-0651-429a-b018-220bd0f71e03	18	0.589	26.403	146.683%	4.574	80.858%	1.63487	0.52
72b4e07a-e93c-427e-830b-1b2dc9bbaf96	579	0.941	218.896	37.806%	29.886	33.876%	0.13416	0.891
72bbaf3e-64c8-43f8-86c0-f8787fa84ff3	43	0.84	35.294	82.079%	5.319	55.758%	0.87891	0.795
72c183b5-4e61-4f43-84d5-7c88d38798bf	93	0.871	64.386	69.232%	9.639	55.558%	0.55002	0.827
72c46029-bf04-4eda-a7ea-cc7242253294	73	0.863	53.89	73.822%	7.053	50.508%	0.56532	0.802
72cfc68b-7086-4207-9a6a-ddd677ef1b20	67	0.732	61.24	91.403%	8.205	68.139%	0.69581	0.561
72d1220c-517e-405f-a8f8-e074213dc000	21	0.754	20.7	98.571%	3.285	65.7%	1.061	0.686
72d82ec8-2322-4208-954e-86bc9edc7c68	5	0.383	7.824	156.48%	2.14	95.704%	3.3389	0.332
72e17e2b-cea2-4b7d-a45f-f530addefa3a	38	0.927	21.817	57.413%	4.527	38.819%	0.81676	0.918
72e397ad-da16-442d-875c-f8df0c534706	140	0.922	89.402	63.859%	12.094	39.96%	0.47717	0.9
72e6480e-0c5a-4ed6-a631-8188c0055b3d	9	0.826	8.732	97.022%	1.959	59.066%	1.05105	0.814
72edcdb7-b5be-4fb7-907a-e6ce8587a38c	2	0.665	3.279	163.95%	1.689	84.45%	1.71312	0.679
72efbbcd-9a15-4ef7-9d68-5fedf52a9337	86	0.932	50.334	58.528%	7.438	37.097%	0.42258	0.917
72f360f1-b3e3-4cad-be42-714772cd5030	33	0.764	32.981	99.942%	4.963	64.613%	0.9824	0.696
72f6a73c-7d25-408f-bf8f-f0c6388464bd	4	0.595	5.816	145.4%	1.63	81.5%	1.73197	0.575
72f7b9f6-e120-40eb-96a2-52792377ead7	15	0.666	16.693	111.287%	3.11	75.429%	1.50937	0.6
72f9a2c8-cbf8-48c7-ba22-86ccedaba9fc	82	0.85	61.603	75.126%	8.593	52.687%	0.5454	0.791
72fc9f70-9a4f-45d7-a139-8616a6b3bc18	53	0.859	41.82	78.906%	6.027	51.492%	0.61943	0.818
73010ae5-a6ca-4502-b109-64b875bc1768	56	0.849	42.681	76.216%	6.165	52.864%	0.58606	0.795
7305b8fd-8101-4a04-bb0d-cafc61ab6395	201	0.869	117.043	58.23%	15.329	49.76%	0.32047	0.752
73061008-c053-44ea-be8f-4a25d623c274	43	0.804	45.752	106.4%	7.177	60.441%	1.20378	0.77
7307a0dd-2943-49be-9c9d-5c24b2462c24	25	0.731	27.987	111.948%	4.882	68.362%	1.10619	0.684
730bb81d-a125-48de-9857-11bc8f6a283c	11	0.94	6.813	61.936%	1.952	37.566%	0.66823	0.938
731548e6-29cf-4596-b833-b09dac6304af	104	0.967	55.469	53.336%	8.82	27.116%	0.49412	0.963
73160b75-8626-419a-a209-9b84c699e988	1	0.919	1.118	111.8%	0.59	59.0%	0.81838	0.923
731bccad-7d73-4d95-9e1e-386d356cb571	26	0.782	27.811	106.965%	4.05	62.493%	1.10786	0.731
731c9ba9-3be3-45dd-a465-d08a269497c3	51	0.718	46.826	91.816%	6.736	71.401%	0.93278	0.573
7323273e-d5e6-46f2-9476-6a71476f264f	20	0.77	20.529	102.645%	5.27	64.869%	1.06295	0.753
7326c0b2-3679-48cb-8294-6455942c3a80	5	0.644	6.299	125.98%	1.717	76.787%	2.26089	0.62
73296caf-68fd-48b7-9310-6c50e82c6a11	8	0.635	10.259	128.238%	2.194	77.57%	1.60302	0.592
732c5605-e929-4b1e-b4e8-a958d2e4a3aa	15	0.875	12.837	85.58%	3.039	48.663%	1.71196	0.867
7336d874-16b0-4f82-9cb0-96db287e76a6	108	0.768	82.382	76.28%	10.924	65.051%	0.61245	0.556
733b57a6-f628-448a-9cec-38f8c9d20142	19	0.593	23.453	123.437%	4.767	80.577%	1.49189	0.524
733b9bea-a40c-4740-8b5b-d5e57abdfedc	10	0.365	16.564	165.64%	2.962	93.667%	1.96306	0.209
734b6b35-a576-4bcb-a552-789f1ccee5e7	38	0.922	18.789	49.445%	3.917	39.978%	0.54868	0.907
735cc744-bbd6-4960-998a-88bba3c39935	9	0.866	7.407	82.3%	2.065	50.084%	1.58495	0.858
7360322b-5b78-438e-8f0e-b416944fccb6	87	0.895	60.075	69.052%	9.436	47.004%	0.67105	0.871
73609eb6-88b2-40cd-bd09-f4ea6459904e	78	0.773	62.056	79.559%	8.321	64.198%	0.60376	0.606
7362f699-b1cd-4dcc-ab10-e8fe20d5014c	14	0.811	13.183	94.164%	2.78	59.27%	1.03626	0.79
736336ad-1fa7-47c3-b797-346e534f0a07	15	0.871	13.16	87.733%	2.82	49.09%	0.97688	0.861
7368f038-0028-47b0-a4bf-c967e1a2add4	89	0.839	75.726	85.085%	11.291	57.101%	0.74602	0.797
7372ac4c-0221-4164-9dee-e772286dfae3	199	0.872	117.62	59.106%	16.75	51.766%	0.40794	0.794
73739c90-9d94-4f2d-a366-83c1dcce417e	125	0.842	89.844	71.875%	13.378	54.21%	0.5303	0.777
7373f8cb-392a-48fb-8694-0513a621e0bf	113	0.922	76.67	67.85%	12.301	38.997%	0.45733	0.91
737434e0-4ee4-4847-a634-6bbf23ae7e29	36	0.556	44.529	123.692%	6.371	83.655%	1.32954	0.338
737dbe54-b9c2-4f3c-aceb-2e6e5167e4a3	184	0.984	53.732	29.202%	12.731	18.044%	0.22129	0.982
737f2059-5097-439c-a7fb-7f7d329a6ed3	12	0.784	13.926	116.05%	3.065	62.564%	1.41155	0.768
7382d8b5-e785-473b-a851-b548c921a569	172	0.873	99.645	57.933%	14.121	48.78%	0.32348	0.79
73879489-9673-4e05-94ac-a3a2d87e7efb	113	0.826	76.724	67.897%	10.018	56.625%	0.47185	0.675
738a8873-0959-4b75-8cfb-573b8716061e	149	0.852	103.504	69.466%	13.602	53.31%	0.51346	0.764
738d6df4-0374-47b0-a167-d0ba788cd4ba	64	0.932	48.687	76.073%	6.922	36.584%	0.67117	0.922
738e97ed-c5d4-4fdd-84d1-c96d020d765e	55	0.734	53.365	97.027%	6.827	68.614%	0.84151	0.579
73a1e2f1-d6fa-439e-ac70-099a2fcac599	15	0.768	12.706	84.707%	3.3	72.012%	1.67404	0.742
73a2cb7b-27e6-4f65-94da-9c835ebf0921	498	0.934	193.314	38.818%	27.916	35.843%	0.13845	0.883
73a4fa04-cdf2-44fb-805a-ed37f9d71794	805	0.989	240.288	29.849%	38.719	16.894%	0.13547	0.988
73a84f1a-9118-41c4-98e8-235f95d950ee	10	0.787	11.213	112.13%	2.354	62.913%	1.4732	0.77
73aea1af-a937-4ef7-838f-0bcbccc0d4f2	71	0.785	57.89	81.535%	7.568	63.287%	0.71521	0.643
73af9db1-5bb3-469b-8862-b2740c61960b	6	0.349	9.889	164.817%	2.326	94.959%	2.86669	0.268
73b4138f-ac42-41a6-b560-7ee53388c02d	242	0.953	123.954	51.221%	19.668	31.184%	0.33902	0.945
73ba80a3-a225-4bbb-a2cc-ddf898f41ec6	402	0.943	148.012	36.819%	21.413	33.589%	0.16427	0.902
73be4e43-b0fc-4ddd-80d1-718a5f1d708f	96	0.797	71.971	74.97%	10.364	61.07%	0.60277	0.68
73bf72dd-b690-435f-a1e3-38825a5108d4	1	0.919	1.118	111.8%	0.59	59.0%	0.81838	0.923
73c2afdc-d3d7-4f83-82ec-d031a1fca527	125	0.782	95.067	76.054%	12.635	62.939%	0.52424	0.602
73c2fef3-6f69-455e-9691-5ffd4f8b58ae	49	0.839	43.294	88.355%	5.867	56.718%	0.79689	0.79
73c78cb3-c5b3-49e2-a424-d86243400b1f	4	0.772	4.755	118.875%	1.364	68.2%	1.13102	0.768
73c7a82b-ac74-4da5-87d0-1a4d5e36de82	22	0.768	22.168	100.764%	3.388	64.027%	1.07494	0.707
73cf2259-8086-4c26-807b-3c4951212879	17	0.769	16.372	96.306%	3.245	64.9%	0.90746	0.735
73d265c9-cd27-4a86-99a2-329a0e57c040	20	0.921	11.789	58.945%	3.055	40.824%	0.76989	0.915
73d41d86-f63b-49bb-b6cf-4c8a3b76980e	20	0.834	18.085	90.425%	4.544	55.933%	1.12644	0.822
73d42315-309f-412e-8f64-9da63f83c926	204	0.872	111.603	54.707%	14.996	49.28%	0.29738	0.748
73d5b145-d884-4c1d-935b-86028f477e05	121	0.929	73.183	60.482%	10.765	37.121%	0.4288	0.912
73d6cfdf-b735-4a2f-9916-3f62955260a9	16	0.625	21.095	131.844%	3.667	78.181%	1.60494	0.555
73d90e4b-ce22-4a42-8945-2bc86e01c9b1	61	0.769	50.391	82.608%	6.661	64.394%	0.68216	0.607
73d978ac-bb77-4ff0-b21b-edfec2301bf4	20	0.713	18.575	92.875%	3.492	71.28%	1.11547	0.641
73dd8cdc-6f58-492b-bd52-ea3a457edb64	27	0.832	19.762	73.193%	3.872	57.72%	1.02654	0.797
73e9f2f9-f2df-4f9e-859d-c35ec67147f2	510	0.931	187.216	36.709%	27.268	36.728%	0.13299	0.863
73ee29ed-b6db-4178-a3dd-5c0f6db65939	20	0.837	16.699	83.495%	5.639	54.771%	0.88234	0.83
73fb8ad6-2eaf-4c4f-8329-b0145d3ca975	34	0.637	40.301	118.532%	5.342	77.105%	1.10985	0.455
73fb9cd8-f515-40ec-871e-744dbdc6f659	24	0.793	22.818	95.075%	3.659	60.983%	1.13169	0.746
73fe0425-d669-4f44-b1f5-7724049331d5	41	0.863	36.047	87.92%	5.157	51.83%	0.8335	0.833
7401139c-54a4-405a-98f6-2d9844ca715b	11	0.767	10.35	94.091%	2.66	64.514%	1.57095	0.746
74078f67-bc61-4368-b736-5ab06fbf58df	35	0.824	31.042	88.691%	6.439	59.529%	1.15378	0.803
740953ea-eeb5-4052-9385-28527d26fc4e	149	0.945	74.641	50.095%	11.489	34.815%	0.36119	0.931
741041fe-96eb-4136-bdbb-0fec85f5c687	10	0.67	10.834	108.34%	2.368	74.883%	1.36567	0.622
74107e27-7ce3-4410-96ef-17b8ba7c4d0d	4	0.708	5.869	146.725%	1.905	77.771%	1.70401	0.716
7412d474-6e01-4080-b0ce-691f05e7f51e	78	0.829	68.767	88.163%	10.502	55.976%	0.69913	0.787
741a19e2-0add-475f-980e-25852200db0b	126	0.933	70.556	55.997%	10.175	37.659%	0.40748	0.914
74240947-0615-4bd1-a1ed-ea7cbde170d9	35	0.832	29.881	85.374%	5.247	55.618%	0.81712	0.801
7425c50b-b71b-4284-b775-ff03bc112e44	14	0.747	13.125	93.75%	3.134	66.817%	1.23596	0.716
7427dc3c-2f8c-42eb-aae3-a32ad62bf756	72	0.956	33.527	46.565%	5.847	32.892%	0.51739	0.949
742c7bed-76ba-478f-bd20-85d394753999	112	0.9	78.983	70.521%	12.275	44.526%	0.5421	0.879
7432be91-fcc3-444c-a974-3c35d98b2ef2	165	0.948	82.819	50.193%	11.12	32.141%	0.32856	0.931
7438381e-893e-4b72-a54f-d6b75bcdc4a8	90	0.913	64.846	72.051%	9.87	42.474%	0.58755	0.897
74449771-c018-41d9-af6f-90b3de4a81fc	59	0.896	38.323	64.954%	6.007	45.67%	0.6983	0.868
7444fc72-6170-47bb-9459-6fdee5c29c9f	131	0.805	82.006	62.6%	10.785	59.46%	0.38502	0.484
74472302-b5e7-4beb-8076-924cda979254	57	0.797	45.413	79.672%	6.42	60.394%	0.61013	0.692
744d67d7-d9f0-49b9-b7fc-a9a17210fca8	17	0.666	22.132	130.188%	3.602	75.107%	1.5874	0.602
744df279-a26e-41db-9eb5-adaf46746158	189	0.924	96.039	50.814%	12.517	38.5%	0.32494	0.881
74510ebc-d70d-48e0-b9c2-da5d80e15b01	55	0.827	43.132	78.422%	6.764	56.963%	0.7614	0.773
7451c9b5-b197-4106-b133-b74d3dafce54	57	0.829	50.258	88.172%	7.185	55.935%	0.84151	0.779
7451ec59-7d70-45f1-b827-21d1024202a5	8	0.475	12.05	150.625%	2.493	88.141%	2.03439	0.395
7453371d-0769-44e1-b0dd-7352f628720a	28	0.794	31.04	110.857%	5.553	61.323%	1.20644	0.769
74551f2b-cd10-4434-816f-49ab375e930e	68	0.838	49.722	73.121%	7.341	54.717%	0.67236	0.771
7455ac79-76be-426c-971a-f0fc9a1b95c2	114	0.852	74.293	65.169%	9.62	52.326%	0.43299	0.737
74561964-aba0-470d-ac19-e1e549036ac7	257	0.905	126.106	49.068%	18.306	43.697%	0.25382	0.844
745ac9d2-bcc3-4a92-95fb-f5367bf4c8fe	1	0.499	1.749	174.9%	0.901	90.1%	2.07595	0.503
745b6d6e-1838-403e-9775-af71c192c402	106	0.95	64.546	60.892%	10.293	32.197%	0.46603	0.943
745fc353-9b47-499f-9190-5e8934141192	8	0.553	11.128	139.1%	3.819	85.395%	1.51099	0.542
74639b44-a130-4057-9fd8-8b1046f39f86	75	0.884	51.936	69.248%	6.892	46.786%	0.62494	0.837
7463cebf-e417-4f0c-ac96-aa2bf9661aea	13	0.778	13.434	103.338%	2.915	63.611%	1.13008	0.756
74643fd5-46d9-40de-b8d1-aea6946b5b09	31	0.78	26.938	86.897%	4.221	62.923%	0.94295	0.706
74745048-200f-4973-a22c-5f30054d5d58	15	0.805	11.038	73.587%	2.615	59.992%	0.96251	0.775
74833419-250c-4500-a4fd-8e7d4353ff6c	26	0.627	35.287	135.719%	5.174	78.001%	1.36085	0.529
74878b49-a7ed-4b33-bc94-eecfff97cf0e	50	0.698	46.485	92.97%	6.725	72.518%	0.84823	0.529
748ed2a0-27a8-4281-96e0-b84242cae0e7	16	0.652	20.671	129.194%	3.559	75.878%	1.5043	0.589
748f783a-c3b4-485c-8477-ad5ebc2789ac	2	0.544	2.509	125.45%	1.203	85.065%	2.86249	0.531
748f8193-293c-466b-8cc7-1a0a4e2a87ee	80	0.933	56.34	70.425%	8.112	36.797%	0.5679	0.923
74908a76-87ab-4bef-8fda-fe02b2da4457	362	0.877	181.873	50.241%	25.802	48.4%	0.21853	0.749
7497329c-bd3f-4aaf-90a0-5fa1fff611ac	9	0.73	10.379	115.322%	2.275	68.594%	1.40145	0.704
7499d94d-18ef-4eff-891c-bb610f778846	46	0.819	46.826	101.796%	7.7	60.497%	0.80114	0.8
749a78fc-5fdf-4bb0-880e-330a88176333	6	0.653	8.686	144.767%	2.188	77.357%	1.78805	0.636
749c607d-4e7a-4bfc-8206-f18ffe2779da	12	0.934	9.086	75.717%	2.712	43.994%	0.63194	0.934
74a617af-79b2-4531-9cd1-58110f76a833	73	0.874	49.186	67.378%	6.432	48.621%	0.48005	0.809
74a8958f-ba8f-4171-a0c9-7f61f1d2d415	1	0.749	1.64	164.0%	0.835	83.5%	1.71491	0.784
74b1105e-10bc-4162-8ca7-543a78847e48	93	0.93	60.135	64.661%	9.407	37.04%	0.4741	0.918
74b43cba-bca8-4b53-920b-0e75e09a828b	51	0.887	39.745	77.931%	5.711	46.171%	0.68531	0.861
74b44589-2f73-421d-a9e6-96f5d928124a	10	0.617	14.294	142.94%	2.978	79.59%	1.6969	0.58
74b804a2-344d-4c44-9fb1-8fcba52c843f	139	0.948	71.249	51.258%	11.947	33.225%	0.42578	0.939
74b96604-2d13-4b33-9b2d-ff35dc5170b9	2	0.925	2.671	133.55%	1.363	68.15%	1.1015	0.939
74beaf78-73bf-4ae3-a5ea-7b7e2a83771b	4	0.566	5.324	133.1%	1.889	94.45%	3.30065	0.548
74bed22f-4383-4517-ab92-74d69815d8ce	1	0.919	1.118	111.8%	0.59	59.0%	0.81838	0.923
74c13c9d-2fdd-4bca-b02f-f6c23f1d2f71	10	0.821	10.52	105.2%	2.716	57.905%	1.49314	0.812
74c9896e-f2b9-4b8e-9e72-98516edd23a9	234	0.959	101.107	43.208%	14.349	28.652%	0.27287	0.946
74cdfe81-2742-4a14-be7a-10c905fa4f76	10	0.474	15.354	153.54%	2.785	88.069%	1.91051	0.367
74ce9188-b9af-436a-b78f-ef0a4055d65e	1	0.606	1.717	171.7%	0.878	87.8%	1.95589	0.627
74cf00e0-c6d9-46ee-baf2-b82334e930e8	245	0.876	121.949	49.775%	16.751	48.661%	0.32577	0.724
74d0f651-cb32-41aa-b3ab-a18a8334be49	126	0.846	76.704	60.876%	10.156	53.379%	0.35274	0.69
74d1cc4f-9efa-4e3c-b6f4-8ba5808dc022	472	0.911	203.807	43.179%	30.591	41.683%	0.16509	0.841
74d435ba-e703-492c-ab5a-180a8ca6b806	92	0.918	65.1	70.761%	9.376	40.959%	0.56992	0.902
74d760dc-3569-4172-b54c-1da1ee32abf3	57	0.827	52.912	92.828%	7.194	57.784%	0.84527	0.776
74d9e845-4334-4178-9da3-11b3c07a225d	218	0.91	109.259	50.119%	16.171	41.642%	0.26051	0.863
74dc6cf6-bc14-4540-b0cf-cbbbcc39dc6c	4	0.71	3.655	91.375%	1.449	72.45%	2.44712	0.696
74dd4e7e-4527-4876-bfb7-0213624c1645	89	0.854	60.926	68.456%	7.751	52.617%	0.51956	0.755
74e4339f-32dc-47f5-ac4c-d4d1aa66d18e	46	0.817	41.588	90.409%	5.652	60.251%	0.9069	0.755
