Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
cabae871-f6ed-4458-a95a-ae801ae96fdd	29	0.685	31.627	109.059%	4.691	75.116%	1.20836	0.579
cabfa309-a006-44df-b06b-9dbf17a13072	57	0.915	48.07	84.333%	6.785	40.333%	0.77411	0.903
cac044ab-17db-461b-9ba8-96e7a72fe431	23	0.868	20.171	87.7%	4.453	50.1%	1.04299	0.857
cac32a03-4b26-4bf6-a05e-404464984791	9	0.765	8.85	98.333%	2.374	65.843%	1.87948	0.747
cac32d98-82bd-4dc5-a0cb-1ff597d14fcd	387	0.953	145.064	37.484%	19.331	30.832%	0.16557	0.923
cac3dc08-6c4e-479c-8c68-e40ebd6d51f4	116	0.765	80.615	69.496%	12.111	64.736%	0.55012	0.562
cac52f5d-2afa-4f20-9bee-d690d783a0e7	1184	0.979	336.14	28.39%	55.577	20.82%	0.12927	0.974
cac96232-2b2a-49a2-92b5-54eb8a3fb1c9	47	0.891	33.264	70.774%	5.344	45.994%	0.67292	0.867
cacef39e-c504-4dfa-958b-8b9a53ccaee6	27	0.558	35.452	131.304%	4.622	83.014%	1.2146	0.299
cad1584c-d5d0-40ec-8825-8d5af56de233	38	0.857	32.312	85.032%	5.74	51.547%	0.80581	0.836
cad7a22f-aec4-4912-9f05-8686d8c38743	374	0.986	105.495	28.207%	22.784	16.423%	0.13106	0.985
cad9533b-00c6-4332-b3cb-409412abe888	5	0.962	3.072	61.44%	0.815	36.448%	0.38431	0.964
cadc381c-da64-4faa-b23c-d15bf77b7c24	437	0.908	203.919	46.663%	29.437	43.799%	0.20775	0.839
cae02510-a621-4fc1-bbd1-69fd6e3ec7ab	12	0.724	12.864	107.2%	3.143	70.28%	0.96869	0.701
cae03d51-b2fc-44cb-a9b5-8f670f0d3ab4	1905	0.991	469.091	24.624%	101.117	13.404%	0.10307	0.991
cae50f5d-3688-4230-aa6a-9b64b8a84fe6	31	0.563	38.3	123.548%	5.362	83.74%	1.25953	0.346
cae6f1b9-fa19-42dd-832d-8d227993d3f3	10	0.709	13.307	133.07%	2.833	70.825%	1.77256	0.684
cae8553b-a823-43a1-a8de-8d03449716a9	107	0.835	73.341	68.543%	9.377	55.351%	0.48801	0.699
cae8acb4-b657-435d-94e3-da6689dcd122	1058	0.991	216.987	20.509%	47.788	13.589%	0.10393	0.99
caebf3f6-2c8e-4303-b7d3-ffdea0b2183d	14	0.603	17.541	125.293%	3.208	80.2%	1.91789	0.523
caf0f5a7-1edf-463d-b650-9332523cfd54	129	0.849	87.316	67.687%	11.636	53.278%	0.49458	0.754
caf3e452-1991-4def-8526-b6b9ac457786	125	0.92	73.762	59.01%	10.079	39.382%	0.43271	0.892
caf42561-b872-466c-a075-87829d0f534a	7	0.576	9.158	130.829%	3.008	83.427%	2.19594	0.554
caffe357-4057-4b52-b578-fd40e2c5af77	17	0.633	20.686	121.682%	3.42	78.46%	1.57182	0.543
cb02fb13-4780-4377-a115-ea9f08a95f3f	85	0.792	62.556	73.595%	8.127	61.086%	0.51722	0.592
cb08b9bf-4641-4f4c-a08f-f6823c4fac14	26	0.767	23.542	90.546%	3.958	64.207%	0.91427	0.703
cb09aa3d-616a-4c65-95b2-c9d7395300bd	29	0.902	22.096	76.193%	3.815	45.927%	0.64449	0.891
cb09fd61-8118-4062-b4d4-88356b65fe7f	85	0.821	63.145	74.288%	9.013	57.118%	0.55192	0.73
cb0f65e7-ea0c-46f8-8093-697c396c8a02	8	0.594	10.576	132.2%	2.277	80.504%	1.71041	0.542
cb10ec65-cf4d-410f-8ad2-2eeaba4e525e	35	0.74	33.659	96.169%	5.283	67.642%	1.0156	0.656
cb12b026-04d6-4882-b004-f78878fe25d7	1196	0.983	325.376	27.205%	60.456	18.311%	0.10111	0.981
cb12f3bd-a4bf-492d-92cd-223e59ddbb1b	91	0.93	65.421	71.891%	9.663	42.173%	0.65508	0.919
cb1975ee-20dc-4492-b04d-ab1c1c36a66d	52	0.922	40.259	77.421%	6.807	41.273%	0.82779	0.913
cb1abe92-495e-4529-962c-f6fa980468a0	60	0.921	43.08	71.8%	6.094	39.502%	0.61458	0.906
cb229307-c8bf-4b46-a0dd-3d80d33ce041	99	0.849	69.202	69.901%	9.186	53.124%	0.53065	0.762
cb249381-3c41-4485-9e86-f9b851a805e6	1	0.765	1.259	125.9%	0.702	70.2%	0.99257	0.765
cb275003-1b0c-4310-8373-4d7bd49a3f72	108	0.906	63.007	58.34%	8.571	42.329%	0.40234	0.864
cb2dba5a-cbac-49e3-83be-7282b961028a	30	0.746	27.999	93.33%	4.133	67.046%	1.04629	0.645
cb337421-962f-4bb9-81eb-4786c86fffe6	97	0.763	70.389	72.566%	9.339	65.226%	0.60967	0.479
cb388eab-e280-42db-bfbc-2f93d12e4885	61	0.7	57.297	93.93%	8.171	71.39%	0.766	0.526
cb3d76f9-449a-4471-81e8-80b872ad9671	16	0.854	11.203	70.019%	2.548	52.011%	0.92378	0.834
cb44b5b9-e558-4cd1-b440-8a128ac94952	1	0.399	1.815	181.5%	0.932	93.2%	2.38081	0.397
cb4879ba-9b49-4678-9428-fa90da39b582	24	0.596	28.256	117.733%	4.805	82.405%	1.47625	0.483
cb51e17e-35c3-4189-b105-ade8a2ffc5f5	49	0.837	45.178	92.2%	7.14	56.624%	0.93392	0.806
cb552c1e-7b12-4c1a-8e8c-34ade163ac4d	90	0.904	61.219	68.021%	8.435	42.712%	0.51626	0.876
cb575490-80f9-4c3c-9451-80156ad7ad32	95	0.869	63.481	66.822%	8.653	50.21%	0.53026	0.805
cb5852aa-1f4e-439e-b815-981d2dd68384	14868	0.988	4744.637	31.912%	1077.384	19.352%	0.09956	0.988
cb5fd63b-da6d-4016-b150-2a0682d00db2	185	0.828	115.715	62.549%	15.042	56.175%	0.35348	0.618
cb60cedb-7ef7-419d-8733-c494eb62279d	3	0.614	4.87	162.333%	1.467	84.697%	1.8328	0.637
cb6bcacf-ee31-4b6f-98ca-f92d898cba69	134	0.829	87.306	65.154%	11.256	56.001%	0.4121	0.647
cb6c790d-b7ca-4e7b-a1db-8b5abe1115d4	44	0.725	47.842	108.732%	7.832	69.226%	0.97688	0.662
cb6e182f-4337-4d3b-ad38-9039bddeb2c5	32	0.816	33.206	103.769%	5.239	57.855%	1.09396	0.784
cb71ec21-74e7-45f8-b0a9-c77af319b273	26	0.796	24.348	93.646%	3.831	60.573%	0.93383	0.746
cb73989a-2c42-4f61-acfa-ccb703197b01	27	0.753	27.535	101.981%	4.563	68.021%	1.26697	0.699
cb74ebc6-6102-477d-9251-4ce990dfb877	406	0.984	119.964	29.548%	20.474	18.28%	0.14115	0.982
cb7cc2e6-ecb9-457a-9813-aed13342c73b	57	0.684	54.734	96.025%	7.171	73.573%	0.78605	0.44
cb7e62dd-4796-41ff-90fa-87855bd5089a	119	0.841	79.696	66.971%	11.033	55.234%	0.49967	0.742
cb8769b8-4ee8-4579-b5a2-c6db99784426	108	0.855	67.515	62.514%	8.832	52.225%	0.36773	0.735
cb8a0c66-d109-4549-8738-31d536314c98	51	0.791	52.138	102.231%	7.646	63.939%	1.1163	0.741
cb8dccd3-1bc6-4555-a3da-531fefec3212	47	0.692	46.396	98.715%	6.138	72.845%	0.89466	0.494
cb8e6a8d-ded6-485e-adff-92825a199d6c	4	0.613	6.387	159.675%	1.991	81.282%	2.23916	0.605
cb8e8d7a-ce58-4a8e-9679-6e2f83a397f4	15	0.763	16.137	107.58%	3.323	66.46%	1.20934	0.741
cb92f61d-041c-4424-a3e9-891b7545f351	59	0.831	48.911	82.9%	6.282	55.744%	0.67504	0.753
cb9813e1-8b4f-4ab9-8328-f1adba38aaab	264	0.993	75.346	28.54%	10.839	12.227%	0.17517	0.992
cb98ebe2-d27f-43d7-9128-4a7427f8953b	60	0.644	61.058	101.763%	7.748	76.717%	0.83118	0.303
cbae2458-13e6-4489-895e-512b4833cf2e	21	0.709	22.379	106.567%	3.547	70.94%	1.18979	0.628
cbb774df-457d-4346-83fd-c4222929906e	666	0.947	219.643	32.979%	31.95	33.245%	0.10016	0.898
cbb82ca3-8ba5-4d07-b99f-218ab36ac16f	84	0.867	65.54	78.024%	9.738	49.824%	0.63644	0.832
cbba89ff-8ff9-4f4d-93f5-9c7ca8eebbd5	119	0.807	83.466	70.139%	11.052	60.565%	0.48259	0.639
cbbb2026-7365-4633-8e2e-869d3b7774e4	97	0.755	85.239	87.875%	10.862	65.982%	0.64177	0.58
cbc0071e-0060-4298-8fbe-252ad04c3a32	203	0.948	105.109	51.778%	16.403	32.175%	0.29097	0.938
cbc015ee-daa1-4886-aa91-c63d1e251ac9	14	0.86	11.64	83.143%	3.191	51.765%	1.0448	0.852
cbc046b5-2120-4d41-b6cf-deacb8175ef3	13	0.765	13.491	103.777%	2.811	64.489%	1.54464	0.736
cbc1663c-58a0-4884-bd0f-5940b351504a	26	0.706	29.309	112.727%	4.29	71.5%	1.26456	0.618
cbc89f6e-1b15-49a9-822c-7e66d8aac594	25	0.757	23.933	95.732%	4.395	65.517%	1.12422	0.708
cbc95bfe-12ce-4fc5-88d4-0c93913d50c0	100	0.925	60.109	60.109%	8.902	38.027%	0.46565	0.907
cbca662f-5967-4da8-bc56-c787c589e879	21	0.719	22.652	107.867%	3.767	69.951%	1.16863	0.655
cbcb43e4-8946-4cbe-8860-1692a3775b7a	575	0.957	281.543	48.964%	46.964	29.318%	0.284	0.95
cbd4aa41-f366-4093-b6e4-28aea63e83c7	94	0.881	66.387	70.624%	8.848	48.855%	0.51094	0.835
cbd73885-5c9f-4f99-808b-9a17f181f6fb	23	0.725	24.248	105.426%	3.756	69.747%	1.30608	0.647
cbdafb89-ade9-405c-85fc-45acf5e94864	29	0.752	29.802	102.766%	4.246	66.311%	0.94836	0.673
cbddb337-cc58-49ef-9229-c6b309234dc4	22	0.801	20.028	91.036%	3.899	60.163%	1.02397	0.77
cbde8770-80fd-48aa-8a68-104f4fdebe6f	35	0.82	29.393	83.98%	6.679	58.805%	0.93636	0.799
cbe3e627-dc44-4d8d-b5d4-aeea498b35be	32	0.557	39.544	123.575%	5.541	85.499%	1.33455	0.346
cbe7b0ef-afaa-433d-941e-bca0e19d9d37	96	0.896	65.831	68.574%	8.688	44.336%	0.45125	0.859
cbee460e-b077-4f1e-9686-df79e129cb0b	209	0.971	76.585	36.644%	16.101	24.5%	0.24382	0.968
cbeeca5f-49a0-4a33-bf5c-90614653c38b	56	0.803	50.746	90.618%	6.523	59.547%	0.72279	0.716
cbeed18a-da5f-4447-a874-07f0de194adb	57	0.923	33.885	59.447%	5.494	38.946%	0.53431	0.907
cbf1e1c5-e735-431a-a92d-788907a54b5a	202	0.882	107.162	53.05%	13.766	47.217%	0.2893	0.745
cbf7c97a-93c0-40c8-96a5-2897dcd04467	136	0.904	93.437	68.704%	17.164	42.83%	0.41104	0.89
cbffd96e-9ca7-4dea-be05-52fe81ada415	39	0.851	37.422	95.954%	5.544	52.621%	0.96264	0.824
cc021ae3-6ae6-49c0-8767-10e32c711079	49	0.888	42.376	86.482%	6.004	46.741%	0.696	0.868
cc04600c-11b5-4d05-adc8-03bbd0a2b739	75	0.845	71.036	94.715%	11.187	53.638%	0.75691	0.818
cc063a1e-5e71-4c93-96fa-5039fd4f6a8a	26	0.699	28.756	110.6%	4.558	73.941%	1.27915	0.62
cc07e128-6571-41f4-b0ef-a0827300a7f1	8	0.664	10.96	137.0%	2.367	74.851%	2.0831	0.634
cc0ae445-5ee4-45d1-a7a4-b4777ed6447b	12	0.721	13.907	115.892%	2.856	71.4%	1.70777	0.689
cc118c20-68de-4d74-b5a7-304e78795fa7	101	0.746	74.855	74.114%	10.577	66.761%	0.55252	0.491
cc11ba1d-1e65-4fb3-bbd8-55e6c8ff5c49	51	0.771	47.426	92.992%	6.693	65.948%	0.86023	0.683
cc287e0f-587d-47b5-827b-ce3dd63e1f13	307	0.899	154.16	50.215%	21.481	44.684%	0.26235	0.823
cc2c8135-3437-4f16-abb4-8ce415f6ef42	28	0.74	31.887	113.882%	4.66	67.261%	1.23068	0.675
cc2f2e9c-f477-42a2-a519-e29832919485	62	0.911	45.86	73.968%	7.941	41.395%	0.79674	0.9
cc3145de-c1b6-48df-9cd0-721e51143e9c	29	0.799	29.824	102.841%	5.126	60.834%	1.11067	0.767
cc32829b-146d-4b44-ab3e-9227f0e06060	7	0.763	7.315	104.5%	1.947	64.9%	1.59459	0.746
cc34c21c-5c1b-451e-8d9c-596147d18090	119	0.867	77.98	65.529%	10.419	50.779%	0.44009	0.792
cc383aaf-7a51-4438-947e-6f6591692c2a	173	0.858	112.321	64.925%	17.332	51.446%	0.44338	0.797
cc390830-ee4c-46be-a911-e77c772d3740	27	0.803	23.546	87.207%	5.302	62.055%	1.05491	0.779
cc41693e-3749-4cf7-92f1-31caef2d6b6c	49	0.585	58.99	120.388%	7.663	81.228%	1.06219	0.304
cc431294-c0ad-4ed6-abb2-928ac8d7b77f	71	0.933	41.292	58.158%	8.275	47.075%	0.96907	0.926
cc45b2db-1187-4fca-985d-d5ace3999c23	25	0.569	30.01	120.04%	5.152	84.698%	1.54944	0.448
cc4a8ee2-f0a0-4d17-a5d8-0c8621122de3	400	0.909	207.322	51.83%	28.157	41.66%	0.24594	0.853
cc4db574-0224-44be-925e-78dd74e5c6ef	1580	0.98	599.784	37.961%	116.694	21.756%	0.20927	0.979
cc509072-b157-44a5-848b-d28aad3f475c	100	0.912	61.939	61.939%	8.409	43.366%	0.50547	0.881
cc52b325-1823-4fd6-a43a-3f50fb6e150a	41	0.697	43.017	104.92%	6.043	72.749%	1.05907	0.569
cc5316dd-26cd-45e3-88b8-01a68bea9624	90	0.818	66.237	73.597%	9.255	59.008%	0.55951	0.715
cc56a73a-86b6-4289-9f1f-c4f86f3e9870	161	0.945	83.506	51.867%	16.851	33.628%	0.38434	0.939
cc5dd903-62e5-4ead-b444-634c853e2ac3	28	0.877	20.449	73.032%	3.267	48.169%	0.73582	0.849
cc60c657-a147-44c4-8134-383f6c056228	49	0.937	32.14	65.592%	5.229	35.016%	0.60514	0.929
cc6178c3-a141-47e5-a9f7-e23621994bcc	38	0.623	41.974	110.458%	6.308	81.436%	1.28079	0.469
cc63c449-f591-4f97-9b72-4f52a103c464	695	0.955	227.951	32.799%	32.244	29.654%	0.12922	0.922
cc663591-391a-417d-88d0-e906de19b9d3	28	0.812	27.845	99.446%	4.413	58.971%	1.09109	0.776
cc6b15b6-1b8b-49ea-838b-4b5e99a9d06f	28	0.838	28.877	103.132%	4.048	55.086%	0.96161	0.806
cc6ec8ab-f47c-4b31-9caf-5d9f58a2d79b	5	0.62	6.961	139.22%	1.779	79.559%	1.32186	0.596
cc7002c8-3848-4f7d-909d-c351ab9fbea8	57	0.779	45.589	79.981%	6.47	63.751%	0.68996	0.655
cc79473a-ebe6-48ba-a5da-9c804f1d0554	16	0.727	16.415	102.594%	3.144	70.302%	1.42743	0.679
cc8012d8-fe5c-4e9d-a2f8-962492f5bb6b	55	0.916	35.814	65.116%	5.325	40.253%	0.56757	0.897
cc8077d7-4ee2-4356-a79d-344102fa9087	141	0.918	82.147	58.26%	10.934	39.74%	0.41859	0.885
cc80c6d1-6cc4-493a-938a-2786c9619de9	152	0.948	85.412	56.192%	12.354	31.919%	0.37801	0.938
cc855c2a-c3fd-4d7f-aa61-14978dba5101	1	0.753	1.337	133.7%	0.729	72.9%	1.10484	0.754
cc865108-ace4-4af8-87bc-ad7b3f7b0d2a	286	0.981	110.096	38.495%	18.384	21.319%	0.28737	0.979
cc8b3f28-fe3d-46e3-ae21-69c1c74f36f0	74	0.754	60.412	81.638%	8.37	67.447%	0.68634	0.586
cc97f61a-1d9e-4420-97b9-c0046b121592	26	0.845	21.646	83.254%	3.733	53.881%	0.86312	0.816
cc99aa83-c0cb-40da-8b83-9bc0356dd45b	45	0.745	46.443	103.207%	6.219	68.262%	1.03309	0.646
cca418d0-690e-4a59-8438-07eb6ac028bc	43	0.782	40.275	93.663%	5.736	62.961%	1.0074	0.707
cca7d975-253b-41e9-bf7c-b2c776c21bcf	42	0.812	36.718	87.424%	6.448	62.046%	1.32868	0.775
cca958b3-7833-4343-ba4e-20c02e7ba718	790	0.987	244.813	30.989%	47.659	17.387%	0.13645	0.985
ccaab18c-336b-4a49-828c-b477796056ca	36	0.921	20.637	57.325%	6.07	40.377%	0.46365	0.916
ccae47cf-be73-48bc-bf79-6694d8e1f771	9	0.607	12.091	134.344%	2.393	79.767%	1.60289	0.552
ccb0546a-7557-44e6-8fbd-39df6c72e998	889	0.949	290.157	32.639%	42.219	32.02%	0.10527	0.905
ccb21ab6-5196-40d4-8342-3cb6db14aefa	90	0.872	63.982	71.091%	10.168	51.888%	0.60756	0.839
ccb3117a-921c-4cb6-9298-fdd62fe1e84b	23	0.774	22.871	99.439%	4.574	64.049%	0.92837	0.744
ccb8cff7-08a3-448a-8c45-531639693675	21	0.733	20.762	98.867%	3.423	68.46%	0.99298	0.66
ccbd06a9-3cca-423b-8a9c-7412705755bc	64	0.897	38.981	60.908%	5.411	44.181%	0.52536	0.853
ccbe9c16-eb72-451a-a5a1-6fb1cb0be36e	801	0.984	227.17	28.361%	45.34	17.717%	0.1065	0.983
ccc2a0d5-bbf8-4527-8a37-c61a9d6ff87a	12	0.74	14.703	122.525%	3.012	67.35%	1.36452	0.715
ccc356e7-c878-42c0-815d-b17ce5a1e611	9	0.899	5.806	64.511%	2.105	43.892%	1.26309	0.895
ccc5b981-d94c-45de-823f-11bd21f8d3da	93	0.801	65.17	70.075%	8.292	60.964%	0.49639	0.583
ccc5f30e-de78-4487-9733-8215ac181fa9	5	0.464	7.639	152.78%	1.984	88.727%	2.35295	0.415
ccd0ca1e-7e98-41af-8828-bd150dc47087	76	0.785	61.798	81.313%	7.958	62.142%	0.66346	0.631
ccd10274-2e64-457e-98b5-141cce82c6df	16	0.873	13.506	84.412%	3.176	51.522%	1.17325	0.863
ccd3ac07-fd4b-404d-b1d9-788663f8b3a2	6	0.705	7.15	119.167%	1.767	72.137%	1.38641	0.684
ccd7bb92-15f5-4e04-9b60-7ea91e0c3db7	24	0.628	28.576	119.067%	4.747	79.117%	1.61093	0.532
ccdb2a9d-f5ae-4eba-8345-ff18c1c51cd7	24	0.709	27.234	113.475%	4.234	70.567%	1.25835	0.635
ccde4a97-19fe-453f-a865-62636d50974f	93	0.946	59.171	63.625%	9.25	32.562%	0.47943	0.939
ccdec2ec-974b-4ae0-97e1-a7df52d1d23e	12	0.732	13.104	109.2%	3.062	68.468%	1.32416	0.707
cce0f20b-ae33-43f3-9b5c-583d02611eea	232	0.91	110.886	47.796%	15.767	41.521%	0.25195	0.849
cce3fe79-e88b-4448-ace1-ee973ff72478	57	0.928	32.516	57.046%	6.235	38.893%	0.5471	0.918
ccf51006-447c-477d-bbcb-9308f46de182	12	0.779	14.606	121.717%	2.894	64.712%	1.40668	0.762
ccf630aa-5863-4d31-ab9a-137b8f348d24	3	0.74	3.973	132.433%	1.264	72.977%	1.08778	0.74
ccf7166b-26ff-49f6-be2f-e90384a36683	39	0.765	36.876	94.554%	5.647	64.354%	0.85585	0.692
ccf80ac3-5a10-4039-a373-973cf88fd685	48	0.922	27.684	57.675%	6.358	38.838%	0.68701	0.914
ccfb9d59-e823-4ffe-9cb3-48433d4ec952	134	0.946	64.883	48.42%	9.242	32.84%	0.31706	0.929
cd01736f-fefe-4d1a-af80-e3f6512f0b2d	20	0.76	22.176	110.88%	3.441	65.029%	1.33083	0.709
cd02fe3d-1e32-4a4d-bfb8-9473fdaff4c2	729	0.925	276.652	37.95%	37.73	38.81%	0.12529	0.818
cd067e00-1a0d-44bc-be74-16ace6f4ea7f	102	0.91	73.578	72.135%	10.685	42.503%	0.54129	0.891
cd071480-970c-48d0-a35e-f2c3d11a89c1	96	0.793	71.106	74.069%	9.038	60.934%	0.54887	0.585
cd0a4577-bf9b-440d-b1e2-17e671462640	39	0.837	32.502	83.338%	4.814	54.861%	0.73857	0.79
cd0aad5c-494d-4ded-8270-d916904a717e	83	0.88	60.283	72.63%	7.925	49.824%	0.62714	0.834
cd0bc38e-48b6-48c8-9fb7-3a0a79dad7cb	77	0.853	57.44	74.597%	8.244	52.244%	0.53985	0.799
cd0f834f-2c40-48eb-b495-9f7b4cac8fee	807	0.95	297.791	36.901%	42.532	32.513%	0.1442	0.919
cd1c2d4d-7e47-4401-b227-b18a8e212fe4	30	0.708	33.972	113.24%	4.7	70.855%	1.22828	0.607
cd2123f6-ba69-4f91-a799-9b74aea5844a	2	0.442	3.417	170.85%	1.279	90.439%	3.0081	0.425
cd21f58c-a710-48b5-b69b-788575d80a33	676	0.988	193.245	28.587%	47.783	15.517%	0.17005	0.987
cd2511d3-6d5a-4931-a869-f2b09f6e8e60	18	0.694	18.936	105.2%	3.252	72.717%	1.38622	0.617
cd25b2d2-20a4-4efc-a444-c1c0cc7c2d94	190	0.832	124.658	65.609%	17.233	55.911%	0.3848	0.707
cd2d366f-2bca-496b-b7a3-d9217f8ebd6e	198	0.857	106.071	53.571%	14.57	51.772%	0.30897	0.679
cd2e9aa7-cb14-4a40-af55-33e0e485cdac	91	0.75	75.43	82.89%	10.596	66.096%	0.65904	0.585
cd2f9bce-8be2-4b20-894f-873918f7edf4	1	0.814	1.443	144.3%	0.748	74.8%	1.2775	0.825
cd313f2e-90d1-41cf-bf01-dda3590cf114	126	0.893	74.526	59.148%	9.578	45.051%	0.38951	0.825
cd3a74b6-15f5-466b-a99b-aea208943662	30	0.776	36.47	121.567%	5.618	63.611%	1.20573	0.743
cd400845-0a37-44cb-8227-90d2f8438873	196	0.94	103.359	52.734%	14.541	35.082%	0.35749	0.922
cd407f94-13d2-4b7b-91a3-16609f6328f1	80	0.856	62.985	78.731%	8.935	51.759%	0.64909	0.81
cd411b1f-b327-4850-bb78-e4f6bb045ad4	34	0.841	33.25	97.794%	5.528	54.206%	0.95525	0.818
cd44bad1-37f5-4191-8915-7da80c02f565	50	0.784	43.417	86.834%	6.304	62.419%	0.80058	0.696
cd48b77f-5d4d-423b-8fd1-16ebe339cefa	83	0.815	63.135	76.066%	8.548	58.297%	0.65466	0.709
cd4e36df-5f29-4969-808b-9405434fd260	2023	0.978	538.944	26.641%	95.641	20.751%	0.10123	0.973
cd54b332-95b3-4e1e-b16b-7459224318bb	562	0.988	179.422	31.926%	25.143	15.749%	0.14952	0.986
cd5571bd-0192-4e4b-af24-f1dcd1d80f74	113	0.805	80.245	71.013%	10.514	60.602%	0.51682	0.631
cd5b5bb7-4e91-4c25-803c-6184dacb930b	188	0.927	102.325	54.428%	14.313	37.614%	0.33338	0.9
cd5c79b9-5dd6-48cb-8b6d-1c861cce0946	25	0.81	26.235	104.94%	5.168	78.811%	1.65757	0.791
cd605f95-95d0-4ec2-8619-e3cbbc7c40d8	55	0.94	37.357	67.922%	5.128	34.652%	0.63019	0.93
cd61116d-4a24-4f4a-8081-ba56085bb8b5	7	0.775	8.01	114.429%	2.528	65.273%	1.64043	0.768
cd626470-01b0-41f1-8ea7-7e9154b7a415	46	0.88	34.937	75.95%	5.631	49.012%	0.8183	0.856
cd62db98-e71b-43b5-b883-81394116c33b	17	0.862	17.361	102.124%	3.113	52.619%	0.90094	0.85
cd66afc1-1dc1-457a-bf0c-25c0a0454939	8	0.856	9.887	123.588%	2.738	61.224%	1.38099	0.859
cd6ccd74-1b1c-4310-a059-4143677e0762	331	0.979	127.065	38.388%	21.127	21.226%	0.22262	0.976
cd6f578a-f415-41d4-b6a6-ae9afc7dc04c	12	0.605	15.092	125.767%	3.39	79.903%	1.61482	0.556
cd6fbdeb-29cc-4fa6-a102-f89c8c7cae48	93	0.9	60.503	65.057%	8.312	43.627%	0.49632	0.865
cd74c073-8ae2-4c50-a2dd-4304dbc768b5	49	0.832	45.297	92.443%	6.092	56.321%	0.84926	0.783
cd78183a-e89e-4d66-9afa-b7d48de7c14f	9	0.676	11.475	127.5%	2.488	75.016%	1.36609	0.647
cd7b4180-f760-4974-8f74-6e39e214b43f	106	0.776	87.121	82.19%	11.887	63.539%	0.60498	0.639
cd7daa2d-c2b8-4cfe-9f1a-7755d3eeec55	19	0.737	22.051	116.058%	3.579	68.878%	1.12626	0.695
cd827e34-1dc9-4b86-bd2e-6b437db18cdf	15	0.726	17.67	117.8%	3.867	69.453%	1.42582	0.7
cd84f5b8-ff84-4f8c-90ac-3d18650eb2ac	139	0.833	91.872	66.095%	13.641	58.539%	0.60905	0.739
cd87126e-9f81-44e2-9679-64d1f2ba2ced	11	0.48	16.678	151.618%	3.174	88.031%	1.93161	0.388
cd8b38d7-9182-41b1-a59b-081dea65e97a	29	0.774	28.238	97.372%	4.346	63.393%	1.04383	0.713
cd8be0a5-f8a7-49ef-9609-d01ebc58c4b7	24	0.799	26.83	111.792%	3.932	60.672%	1.3157	0.761
cd8ecf78-1db8-4007-b04c-2f6ae1fe3211	58	0.808	46.668	80.462%	6.064	58.899%	0.57421	0.695
cd90d430-462c-4930-b1c6-7cfc4a30a7ab	28	0.836	25.181	89.932%	4.177	54.847%	0.95835	0.806
cd90e76c-01ea-4310-be3c-457272cd97a1	128	0.849	86.173	67.323%	13.207	54.007%	0.47966	0.786
cd9290b0-5af7-4d12-94df-ef0a9cc70ed0	27	0.795	24.716	91.541%	3.887	60.705%	0.92491	0.741
cd92983d-4eed-488c-a246-36ef66d598e3	17	0.874	13.331	78.418%	2.997	49.27%	1.05524	0.863
cd94d2e2-2a35-4bf8-9d56-31a0dd6034d9	804	0.965	266.251	33.116%	46.414	27.42%	0.15245	0.955
cd9697bc-793a-4fbf-a99d-2054d30e64bd	51	0.797	46.775	91.716%	6.189	60.398%	0.77174	0.713
cd97e261-5622-46bb-9096-ba3c7783dc37	39	0.709	40.596	104.092%	5.266	71.007%	0.96291	0.556
cd9c71df-17d7-4c82-9470-20093d90d712	65	0.782	55.239	84.983%	7.374	63.465%	0.74086	0.662
cd9c90ad-cc6e-45a8-b7c6-6321e7bf18ff	34	0.822	29.878	87.876%	4.74	57.481%	0.8938	0.779
cda09677-0dcf-4b94-8187-a1d5da6edd7b	52	0.896	39.088	75.169%	6.298	45.217%	0.75662	0.878
cdaddfb8-5ee5-42c2-93bd-cf775f9bcfbc	90	0.775	72.727	80.808%	9.39	63.597%	0.60834	0.599
cdb57dab-e3a9-4584-a08d-4803fd1a05c2	182	0.84	104.719	57.538%	13.937	54.332%	0.34022	0.616
cdb6710c-3184-4119-859f-6c255837ca42	48	0.883	33.065	68.885%	5.608	48.446%	0.78894	0.857
cdba24de-6e09-41e6-83b2-d1b04054921a	18	0.764	18.493	102.739%	3.289	64.503%	1.31131	0.722
cdba55c3-8f58-459f-9981-11d6c5bb1fa9	19	0.851	13.957	73.458%	2.875	53.387%	1.17936	0.827
cdbb09c2-1e24-4b7d-8852-edbd53cde708	24	0.865	23.531	98.046%	3.89	51.078%	1.04668	0.849
cdbbd612-7959-4017-8731-b6a8502b6851	16	0.736	19.867	124.169%	3.995	68.514%	1.38559	0.712
cdbc3d49-0ef1-47f6-8e47-0d77ae4f2b9d	6	0.655	9.443	157.383%	2.716	78.404%	2.06873	0.647
cdbc4cec-14de-461d-9ff5-f2dd0a564380	1064	0.989	256.894	24.144%	56.816	16.35%	0.10791	0.988
cdc1ae81-2c3f-40a8-aaef-3302c203bd1b	136	0.863	87.687	64.476%	11.452	50.513%	0.43521	0.769
cdc29967-26e5-4edf-a894-96f525ed3685	81	0.905	52.103	64.325%	7.018	42.475%	0.49956	0.872
cdc2a398-443b-4650-bd54-4856e8d11e88	118	0.878	65.442	55.459%	9.05	47.831%	0.35407	0.785
cdc32b64-5fd7-4387-8e32-8297466f2a61	37	0.843	33.769	91.268%	5.154	54.632%	0.96961	0.811
